timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1733347259916,158,Get characters,200,OK,Thread Group 1000 1-39,text,true,,337,129,127,127,http://localhost:3001/characters,158,0,5
1733347260067,7,Get character by id,200,OK,Thread Group 1000 1-35,text,true,,235,130,127,127,http://localhost:3001/character/4,7,0,0
1733347260063,10,Create character,200,OK,Thread Group 1000 1-38,text,true,,235,242,128,128,http://localhost:3001/character,10,0,0
1733347260067,9,Get character by id,200,OK,Thread Group 1000 1-28,text,true,,235,130,128,128,http://localhost:3001/character/4,9,0,0
1733347260064,12,Get character by id,200,OK,Thread Group 1000 1-31,text,true,,235,130,129,129,http://localhost:3001/character/4,12,0,0
1733347260068,9,Modify character,200,OK,Thread Group 1000 1-30,text,true,,235,241,129,129,http://localhost:3001/character/4,9,0,0
1733347260068,9,Create character,200,OK,Thread Group 1000 1-37,text,true,,235,242,129,129,http://localhost:3001/character,9,0,0
1733347259922,156,Get characters,200,OK,Thread Group 1000 1-40,text,true,,340,129,129,129,http://localhost:3001/characters,156,0,0
1733347259922,157,Get characters,200,OK,Thread Group 1000 1-41,text,true,,340,129,130,130,http://localhost:3001/characters,157,0,2
1733347260074,5,Modify character,200,OK,Thread Group 1000 1-35,text,true,,235,241,130,130,http://localhost:3001/character/4,5,0,0
1733347260074,6,Create character,200,OK,Thread Group 1000 1-39,text,true,,235,242,130,130,http://localhost:3001/character,6,0,0
1733347260080,1,Delete character,200,OK,Thread Group 1000 1-35,text,true,,249,216,131,131,http://localhost:3001/character/4,1,0,0
1733347260072,10,Delete character,200,OK,Thread Group 1000 1-23,text,true,,249,216,131,131,http://localhost:3001/character/4,10,0,0
1733347260080,5,Create character,200,OK,Thread Group 1000 1-41,text,true,,235,242,131,131,http://localhost:3001/character,5,0,0
1733347260075,10,Get character by id,200,OK,Thread Group 1000 1-38,text,true,,235,130,131,131,http://localhost:3001/character/4,10,0,0
1733347260077,9,Modify character,200,OK,Thread Group 1000 1-31,text,true,,235,241,131,131,http://localhost:3001/character/4,9,0,0
1733347260077,9,Get character by id,200,OK,Thread Group 1000 1-37,text,true,,235,130,131,131,http://localhost:3001/character/4,9,0,0
1733347260076,10,Modify character,200,OK,Thread Group 1000 1-28,text,true,,235,241,131,131,http://localhost:3001/character/4,10,0,0
1733347260077,11,Delete character,200,OK,Thread Group 1000 1-30,text,true,,249,216,132,132,http://localhost:3001/character/4,11,0,0
1733347260078,10,Create character,200,OK,Thread Group 1000 1-40,text,true,,235,242,133,133,http://localhost:3001/character,10,0,0
1733347259925,164,Get characters,200,OK,Thread Group 1000 1-42,text,true,,340,129,133,133,http://localhost:3001/characters,164,0,0
1733347260085,5,Get character by id,200,OK,Thread Group 1000 1-41,text,true,,235,130,134,134,http://localhost:3001/character/4,5,0,0
1733347260086,6,Modify character,200,OK,Thread Group 1000 1-38,text,true,,235,241,136,136,http://localhost:3001/character/4,6,0,0
1733347260086,8,Delete character,200,OK,Thread Group 1000 1-28,text,true,,249,216,136,136,http://localhost:3001/character/4,8,0,0
1733347260087,8,Modify character,200,OK,Thread Group 1000 1-37,text,true,,235,241,136,136,http://localhost:3001/character/4,8,0,0
1733347260086,9,Delete character,200,OK,Thread Group 1000 1-31,text,true,,249,216,136,136,http://localhost:3001/character/4,9,0,0
1733347260088,10,Get character by id,200,OK,Thread Group 1000 1-40,text,true,,235,130,137,137,http://localhost:3001/character/4,10,0,0
1733347260080,19,Get character by id,200,OK,Thread Group 1000 1-39,text,true,,235,130,137,137,http://localhost:3001/character/4,19,0,0
1733347260090,10,Modify character,200,OK,Thread Group 1000 1-41,text,true,,235,241,137,137,http://localhost:3001/character/4,10,0,0
1733347259925,176,Get characters,200,OK,Thread Group 1000 1-43,text,true,,333,129,138,138,http://localhost:3001/characters,176,0,1
1733347260092,10,Delete character,200,OK,Thread Group 1000 1-38,text,true,,249,216,138,138,http://localhost:3001/character/4,10,0,0
1733347260089,14,Create character,200,OK,Thread Group 1000 1-42,text,true,,235,242,139,139,http://localhost:3001/character,14,0,0
1733347259928,175,Get characters,200,OK,Thread Group 1000 1-44,text,true,,330,129,140,140,http://localhost:3001/characters,175,0,0
1733347260095,10,Delete character,200,OK,Thread Group 1000 1-37,text,true,,249,216,140,140,http://localhost:3001/character/4,10,0,0
1733347260100,6,Delete character,200,OK,Thread Group 1000 1-41,text,true,,249,216,141,141,http://localhost:3001/character/4,6,0,0
1733347260101,6,Create character,200,OK,Thread Group 1000 1-43,text,true,,235,242,141,141,http://localhost:3001/character,6,0,0
1733347260098,10,Modify character,200,OK,Thread Group 1000 1-40,text,true,,235,241,142,142,http://localhost:3001/character/4,10,0,0
1733347260099,11,Modify character,200,OK,Thread Group 1000 1-39,text,true,,235,241,142,142,http://localhost:3001/character/4,11,0,0
1733347260103,8,Get character by id,200,OK,Thread Group 1000 1-42,text,true,,235,130,143,143,http://localhost:3001/character/4,8,0,0
1733347259930,182,Get characters,200,OK,Thread Group 1000 1-20,text,true,,330,129,143,143,http://localhost:3001/characters,181,0,0
1733347260103,10,Create character,200,OK,Thread Group 1000 1-44,text,true,,235,242,144,144,http://localhost:3001/character,10,0,0
1733347259931,184,Get characters,200,OK,Thread Group 1000 1-46,text,true,,333,129,144,144,http://localhost:3001/characters,184,0,0
1733347259933,182,Get characters,200,OK,Thread Group 1000 1-45,text,true,,333,129,144,144,http://localhost:3001/characters,182,0,0
